2553  B2148+63      dls72      0.38014034472            2  btd82      2.63060738985         14  btd82      129.7229      55  bkk+16     3.88   3.88     ymw17
2554  B2148+52      dtws85     0.3322056715409         18  hlk+04     3.010183406447        16  hlk+04     148.930        4  hlk+04     3.61   3.61     ymw17
2555  J2151+2315    lwf+04     0.593533613              3  lwf+04     1.684824546            9  lwf+04     23.6           2  lwf+04     1.91   1.91     ymw17

2556  J2154-28      kbj+17     1.34335                  2  kbj+17     0.744408              12  kbj+17     28             0  kbj+17     25.00  +25.00   ymw17
2557  J2155+2813    lwf+04     1.6090199964             6  lwf+04     0.6214963159           3  lwf+04     77.1309       43  bkk+16     25.00  +25.00   ymw17
2558  B2152-31      mlt+78     1.030002112040           7  hlk+04     0.970871795612         6  hlk+04     14.85          5  hlk+04     1.30   1.30     ymw17
2559  B2151-56      mlt+78     1.373654387              2  nmc81      0.7279851537          11  nmc81      14             9  nmc81      1.04   1.04     ymw17
2560  J2156+2618    cnt96      0.49814907254            2  cn95       2.00743121914          9  cn95       48.4433       39  bkk+16     6.10   6.10     ymw17

2561  B2154+40      fss73      1.525265633965          12  hlk+04     0.655623504347         5  hlk+04     71.1239       22  bkk+16     2.90   4.78     ymw17
2562  J2203+50      hrk+08     0.745                    0  hrk+08         1.342282           0  hrk+08     79             0  hrk+08     3.06   3.06     ymw17
2563  J2204+27      dsm+13     0.0847                   0  dsm+13        11.806375           0  dsm+13     35             0  dsm+13     3.18   3.18     ymw17
2564  J2205+1444    cnt96      0.93801422813           10  cn95       1.06608191007         12  cn95       36.717        14  cn95       6.04   6.04     ymw17
2565  J2206+6151    bck+13     0.322673549948           5  bck+13     3.09910744206          5  bck+13     167            0  bck+13     4.03   4.03     ymw17

2566  J2207+40      slr+14     0.6369852               85  slr+14     1.56990                3  slr+14     12             2  slr+14     0.76   0.76     ymw17
2567  J2208+5500    jml+09     0.933161074780           6  jml+09     1.071626353720         7  jml+09     101.03         0  jml+09     2.99   2.99     ymw17
2568  J2210+57      slr+14     2.05743                 13  slr+14     0.48604                4  slr+14     189.43         6  slr+14     3.81   3.81     ymw17
2569  B2210+29      dtws85     1.004592528853           4  hlk+04     0.995428466049         3  hlk+04     74.5213       15  bkk+16     25.00  +25.00   ymw17
2570  J2213+53      hrk+08     0.751                    0  hrk+08         1.331558           0  hrk+08     161            0  hrk+08     3.81   3.81     ymw17

2571  J2214+3000    rrc+11     0.003119226580973118    16  abb+18     320.5922923649958     16  abb+18     22.5450       25  abb+18     0.60   1.67     ymw17
2572  J2215+1538    cnt96      0.3741958930416         16  cn95       2.672397048165        12  cn95       29.2404       12  bkk+16     3.14   3.14     ymw17
2573  J2215+5135    hrm+11     0.0026096197234461       7  aaa+13     383.1975942761         1  aaa+13     69.1951        2  aaa+13     2.77   2.77     ymw17
2574  J2216+5759    bck+13     0.41910226464            2  bck+13     2.38605248497         12  bck+13     176            0  bck+13     3.59   3.59     ymw17
2575  J2217+5733    jml+09     1.05684421944            4  jml+09     0.94621324657          4  jml+09     162.75         0  jml+09     3.43   3.43     ymw17

2576  B2217+47      th69       0.5384688219194         12  hlk+04     1.857117736985         4  hlk+04     43.4975        5  srb+15     2.39   2.39     ymw17
2577  J2222-0137    blr+13     0.0328178590543428       4  cfg+17     30.47121380904550     29  cfg+17     3.277          0  cfg+17     0.27   0.27     ymw17
2578  J2222+2923    cnt96      0.2813991427542         16  hlk+04     3.553671095841        20  hlk+04     49.4128       11  bkk+16     7.63   7.63     ymw17
2579  J2222+5602    hrk+08     1.336                    0  hrk+08         0.748503           0  hrk+08     168            0  hrk+08     3.57   3.57     ymw17
2580  J2225+35      skdl09     0.94                     0  skdl09         1.063830           0  skdl09     51.8           0  skdl09     4.98   4.98     ymw17

2581  B2224+65      dls73      0.682542497406          10  ywml10     1.46511023680          2  ywml10     36.44362      51  bkk+16     1.88   1.88     ymw17
2582  J2227+30      cnst96     0.842408                 3  cnst96     1.187073               5  cnst96     33             3  cnst96     2.82   2.82     ymw17
2583  J2229+2643    cam95a     0.00297781929570925      4  abb+18     335.816213374970       4  abb+18     22.7271        6  abb+18     1.80   1.80     ymw17
2584  J2229+6114    hcg+01     0.05162357393            6  hcg+01     19.37099515            3  hcg+01     204.97         2  aaa+09i    3.00   5.04     ymw17
2585  B2227+61      dbtb82     0.443054560638           4  hlk+04     2.257058359945        17  hlk+04     124.6388      31  bkk+16     3.01   3.01     ymw17

2586  J2229+64      slr+14     1.89312                 13  slr+14     0.52823                4  slr+14     194            1  slr+14     6.91   6.91     ymw17
2587  J2234+0611    dsm+13     0.00357658163191383      3  abb+18     279.5965821322246     20  abb+18     10.7645       15  abb+18     1.52   0.85     ymw17
2588  J2234+0944    rap+12     0.00362702789526704      6  abb+18     275.707832659604       4  abb+18     17.8310       14  abb+18     1.59   1.59     ymw17
2589  J2234+2114    cnt96      1.35874531269            5  cn95       0.73597310008          3  cn95       35.08          9  cn95       4.47   4.47     ymw17
2590  J2235+1506    cnt93      0.059767357984547        9  cnt96      16.731540990294        3  cnt96      18.09          5  cnt93      1.54   1.54     ymw17

2591  J2236-5527    bbb+13     0.006907549392921        3  bbb+13     144.76914215406        7  bbb+13     20.0           5  bbb+13     2.05   2.05     ymw17
2592  J2238+5903    aaa+09c    0.162733852990          11  rkp+11     6.1450029089           4  rkp+11     *              0  *          2.83   *        *
2593  J2238+6021    hrk+08     3.07                     0  hrk+08         0.325733           0  hrk+08     182            0  hrk+08     3.63   3.63     ymw17
2594  J2240+5832    tpc+11     0.1399345               20  tpc+11     7.1462                 1  tpc+11     263.50         5  tpc+11     7.27   7.27     ymw17
2595  J2241-5236    kjr+11     0.0021866997715528      15  kjr+11     457.3101497559         3  kjr+11     11.41085       3  kjr+11     0.96   0.96     ymw17

2596  B2241+69      dtws85     1.664500786185          20  hlk+04     0.600780731556         7  hlk+04     40.86039      73  bkk+16     2.01   2.01     ymw17
2597  J2243+1518    cml05      0.596799464458           4  cml05      1.675604720772        12  cml05      42.13         47  bkk+16     25.00  +25.00   ymw17
2598  J2243+69      slr+14     0.855405                32  slr+14     1.16904                5  slr+14     68             2  slr+14     2.54   2.54     ymw17
2599  J2244+63      hrk+08     0.461                    0  hrk+08         2.169197           0  hrk+08     92             0  hrk+08     2.63   2.63     ymw17
2600  J2248-0101    mld+96     0.477233119123           3  hlk+04     2.095411990345         9  hlk+04     29.05          3  hlk+04     25.00  +25.00   ymw17

2601  J2253+1516    cnt96      0.792235920118           4  cn95       1.262250264859         7  cn95       29.2045       17  bkk+16     3.81   3.81     ymw17
2602  J2256-1024    hrm+11     0.00229                  0  hrm+11       436.681223           0  hrm+11     13.8           0  hrm+11     1.33   1.33     ymw17
2603  B2255+58      dls72      0.368246454342           7  hlk+04     2.71557265035          5  hlk+04     151.082        6  hlk+04     3.00   3.15     ymw17
2604  J2301+5852    fg81       6.9790709703            15  dk14       0.14328554678          3  dk14       *              0  *          3.30   *        *
2605  J2302+4442    cgj+11     0.0051923246479539       3  abb+15     192.591963677397       9  abb+15     13.7279        3  abb+15     0.86   0.86     ymw17

2606  J2302+6028    snt97      1.20640428819            2  snt97      0.828909520456        14  snt97      156.7          1  snt97      3.17   3.17     ymw17
2607  B2303+30      lan69      1.575886338359           8  hlk+04     0.634563531429         3  hlk+04     49.5845       12  bkk+16     25.00  +25.00   ymw17
2608  B2303+46      dtws85     1.066371071565          16  tamt93     0.937759872398        15  tamt93     62.0676       36  bkk+16     3.16   3.16     ymw17
2609  J2307+2225    cnt96      0.535828895432           7  cn95       1.86626740089          3  cn95       7.024         10  bkk+16     0.49   0.49     ymw17
2610  B2306+55      dls72      0.4750676748022         10  hlk+04     2.104963256901         4  hlk+04     46.53905      37  bkk+16     2.08   2.08     ymw17

2611  J2311+67      kkl+15     1.9447                   2  kkl+15     0.51422                6  kkl+15     97.1           2  kkl+15     2.65   2.65     ymw17
2612  B2310+42      dth78      0.3494336821331          5  hlk+04     2.861773352516         4  hlk+04     17.27693      33  bkk+16     1.06   1.11     ymw17
2613  J2315+58      hrk+08     1.061                    0  hrk+08         0.942507           0  hrk+08     74             0  hrk+08     2.39   2.39     ymw17
2614  J2316+69      slr+14     0.813386                22  slr+14     1.22943                4  slr+14     71             2  slr+14     2.40   2.40     ymw17
2615  J2317+1439    cnt93      0.003445251072220732     6  abb+18     290.2546081657330      5  abb+18     21.877         9  abb+18     2.04   2.16     ymw17

2616  B2315+21      dth78      1.444653102317           3  hlk+04     0.6922076991330       10  hlk+04     20.86959      31  bkk+16     1.80   1.80     ymw17
2617  J2319+6411    hrk+08     0.21601827884014         6  bck+13     4.6292378837998       13  bck+13     246            0  bck+13     6.85   6.85     ymw17
2618  B2319+60      dlp70      2.256488426824           5  hlk+04     0.4431664652530        9  hlk+04     94.591        18  hlk+04     2.70   2.51     ymw17
2619  J2322+2057    ntf93      0.0048084282894641      17  dcl+16     207.96816335831        8  dcl+16     13.36          4  dcl+16     1.01   1.01     ymw17
2620  J2322-2650    sbb+18     0.00346309917908790     11  sbb+18     288.758695112907      10  sbb+18     6.149          2  sbb+18     0.23   0.76     ymw17

2621  B2321-61      mlt+78     2.3474860533             2  dmk+93     0.42598762135          4  dmk+93     14.0           6  dmk+93     1.21   1.21     ymw17
2622  J2325-0530    kkl+15     0.868735115025           8  kkl+15     1.15109885937          1  kkl+15     14.966         7  kkl+15     1.49   1.49     ymw17
2623  B2323+63      dth78      1.436309536149          11  hlk+04     0.696228754897         5  hlk+04     197.37         5  hlk+04     4.85   4.85     ymw17
2624  B2324+60      dls73      0.2336519694946          3  hlk+04     4.279869765973         4  hlk+04     122.613        5  hlk+04     2.73   2.73     ymw17
2625  J2326+6141    hrk+08     0.79                     0  hrk+08         1.265823           0  hrk+08     33             0  hrk+08     1.66   1.66     ymw17

2626  J2329+16      dsm+13     0.6321                   0  dsm+13         1.582028           0  dsm+13     31             0  dsm+13     25.00  +25.00   ymw17
2627  B2327-20      ll76       1.643622185327           5  hlk+04     0.6084123279226       15  hlk+04     8.456          2  srb+15     0.86   0.86     ymw17
2628  J2333+6145    bck+13     0.756899382059           7  bck+13     1.321179569839        13  bck+13     125            0  bck+13     2.73   2.73     ymw17
2629  B2334+61      dtws85     0.495369868028           5  ymw+10     2.01869363589          2  ymw+10     58.410        15  hlk+04     0.70   2.08     ymw17
2630  J2339-0533    rbs+14     0.00288422674154723     17  pc15       346.71337922051        2  pc15       *              0  *          1.10   *        *
